Gender,10th board,10th marks,12th board,12th marks,Stream,Cgpa,Internships(Y/N),Training(Y/N),Any Backlogs?,Innovative Project(Y/N),Communication level,Technical skills(Y/N),Coding Score,Aptitude Score,Hackathons Count,Certifications Count,Placement(Y/N)?
Male,ICSE,62.4,State,46.0,Computer Science,7.07,Yes,Yes,No,Yes,3,Yes,54,59,1,0,Placed
Male,CBSE,52.8,CBSE,54.8,Electrical,7.21,Yes,Yes,Yes,No,3,No,31,50,5,1,Placed
Male,ICSE,80.7,CBSE,65.6,Electronics,7.48,Yes,Yes,No,No,2,Yes,64,60,0,2,Placed
Female,CBSE,55.4,CBSE,41.4,Computer Science,3.08,Yes,No,No,Yes,2,Yes,14,42,3,2,Placed
Male,CBSE,35.0,Other,36.5,Computer Science,3.0,Yes,No,Yes,Yes,5,Yes,8,0,0,0,Not Placed
Male,ICSE,45.4,CBSE,60.9,Electrical,7.81,Yes,Yes,No,Yes,2,Yes,49,46,4,1,Placed
Male,ICSE,35.0,State,40.4,Computer Science,3.69,Yes,Yes,No,Yes,1,Yes,22,28,0,3,Placed
Male,State,44.7,Other,41.4,Other,5.32,Yes,Yes,No,Yes,4,Yes,57,18,0,2,Placed
Female,State,35.0,CBSE,40.4,Computer Science,6.6,Yes,Yes,No,No,3,No,37,39,1,2,Placed
Male,ICSE,46.7,State,35.0,Electrical,3.8,No,No,No,Yes,3,Yes,59,39,0,0,Not Placed
Male,ICSE,72.6,State,38.4,Information Technology,5.92,Yes,Yes,No,No,3,Yes,51,69,0,1,Placed
Male,ICSE,65.5,State,53.6,Electronics,6.39,Yes,Yes,No,Yes,2,Yes,83,59,1,2,Placed
Male,State,35.0,CBSE,44.0,Electrical,4.62,No,Yes,No,Yes,1,Yes,17,47,4,2,Placed
Male,Other,55.9,CBSE,43.1,Information Technology,8.15,Yes,Yes,No,Yes,1,Yes,40,57,1,2,Placed
Female,Other,49.0,State,52.8,Electronics,6.21,No,No,Yes,Yes,5,Yes,42,48,2,1,Placed
Female,CBSE,92.8,Other,63.4,Computer Science,8.5,Yes,Yes,No,Yes,3,Yes,83,71,2,1,Placed
Male,ICSE,68.4,CBSE,42.7,Computer Science,5.59,No,No,No,Yes,3,Yes,38,28,0,0,Placed
Female,State,60.9,CBSE,63.2,Computer Science,4.87,Yes,Yes,No,No,3,No,35,43,1,2,Placed
Female,CBSE,45.0,CBSE,35.0,Mechanical,5.79,No,No,No,Yes,4,Yes,45,41,5,3,Placed
Female,State,64.2,ICSE,43.3,Computer Science,6.68,No,Yes,No,Yes,3,Yes,53,33,0,0,Placed
Male,CBSE,35.0,CBSE,35.0,Computer Science,4.69,Yes,Yes,No,No,4,Yes,20,30,1,1,Placed
Male,State,50.3,ICSE,39.0,Information Technology,4.63,No,Yes,No,Yes,2,Yes,19,30,3,3,Placed
Male,ICSE,77.9,CBSE,72.3,Mechanical,6.56,Yes,Yes,No,Yes,3,No,81,58,0,2,Placed
Female,CBSE,35.0,Other,35.0,Civil,4.4,Yes,Yes,Yes,Yes,5,No,38,16,5,1,Placed
Female,State,60.8,State,35.0,Computer Science,6.44,No,Yes,No,Yes,3,Yes,57,32,1,0,Placed
Male,Other,68.3,State,46.6,Computer Science,8.35,Yes,Yes,Yes,No,4,Yes,77,61,3,2,Placed
Male,State,36.2,CBSE,45.5,Other,3.86,No,Yes,No,Yes,3,Yes,28,43,1,2,Not Placed
Female,CBSE,79.3,ICSE,59.9,Computer Science,8.97,Yes,Yes,No,Yes,3,Yes,61,62,1,2,Placed
Female,State,43.8,CBSE,37.6,Electrical,4.06,Yes,Yes,No,Yes,1,Yes,20,36,2,0,Not Placed
Others,State,42.6,CBSE,35.0,Electrical,4.21,Yes,No,No,Yes,2,Yes,36,23,4,2,Placed
Female,State,45.3,CBSE,35.0,Civil,3.57,Yes,Yes,No,Yes,2,Yes,7,7,1,0,Not Placed
Male,ICSE,70.8,ICSE,85.4,Computer Science,9.49,No,Yes,Yes,Yes,4,Yes,51,67,3,3,Placed
Female,State,35.0,ICSE,35.3,Electrical,3.0,Yes,Yes,No,Yes,5,Yes,24,16,2,3,Placed
Female,ICSE,83.8,State,48.4,Civil,7.59,Yes,Yes,No,Yes,1,Yes,73,29,1,1,Placed
Male,State,44.2,State,35.0,Electronics,4.04,No,Yes,Yes,Yes,1,No,8,27,0,3,Not Placed
Female,CBSE,71.1,CBSE,61.4,Information Technology,9.79,Yes,Yes,No,Yes,3,Yes,70,68,0,1,Placed
Female,State,80.4,ICSE,99.9,Computer Science,10.0,Yes,Yes,No,Yes,3,No,78,95,3,0,Placed
Male,State,35.0,ICSE,35.0,Computer Science,3.79,Yes,Yes,No,No,4,No,23,21,0,1,Not Placed
Female,State,35.0,State,35.0,Electronics,4.26,Yes,Yes,No,Yes,4,Yes,0,30,1,1,Placed
Female,CBSE,70.9,State,83.6,Electronics,7.49,Yes,Yes,Yes,Yes,4,Yes,74,50,1,2,Placed
Female,CBSE,64.8,Other,76.3,Information Technology,7.18,Yes,Yes,No,Yes,2,Yes,47,65,2,2,Placed
Male,CBSE,71.4,ICSE,60.4,Information Technology,8.77,Yes,Yes,Yes,Yes,1,Yes,59,61,4,3,Placed
Male,CBSE,36.6,State,36.2,Information Technology,3.81,Yes,No,No,No,5,No,44,31,2,3,Placed
Female,State,89.1,CBSE,78.4,Mechanical,10.0,No,Yes,No,Yes,3,No,100,75,1,1,Placed
Male,CBSE,36.5,State,41.0,Electrical,5.73,Yes,No,No,Yes,5,Yes,48,41,3,2,Placed
Female,ICSE,35.2,State,51.5,Computer Science,3.0,Yes,Yes,No,Yes,3,Yes,12,20,2,1,Placed
Female,CBSE,62.3,CBSE,35.0,Information Technology,6.31,Yes,No,No,Yes,3,Yes,34,30,3,3,Placed
Male,CBSE,35.0,CBSE,41.4,Computer Science,3.0,Yes,Yes,No,Yes,4,Yes,35,23,2,0,Placed
Male,State,87.7,State,84.6,Mechanical,9.48,Yes,Yes,No,Yes,2,Yes,66,74,2,2,Placed
Male,CBSE,37.3,State,36.1,Civil,4.29,No,Yes,No,No,2,Yes,36,40,0,1,Not Placed
Male,ICSE,71.6,State,80.2,Other,5.1,No,Yes,Yes,Yes,5,Yes,55,53,0,0,Placed
Female,CBSE,48.3,CBSE,35.0,Computer Science,5.44,No,Yes,No,Yes,2,Yes,45,18,4,2,Placed
Female,State,48.3,ICSE,39.5,Other,4.87,No,Yes,Yes,Yes,2,Yes,33,31,0,1,Not Placed
Female,ICSE,35.0,State,35.0,Computer Science,3.0,No,No,Yes,Yes,3,Yes,2,0,0,1,Not Placed
Female,State,78.8,CBSE,71.7,Mechanical,6.64,Yes,Yes,No,Yes,4,Yes,51,51,0,2,Placed
Male,CBSE,81.2,CBSE,75.9,Computer Science,7.15,Yes,Yes,No,Yes,1,Yes,65,60,2,0,Placed
Female,State,35.0,ICSE,35.0,Electrical,4.75,Yes,Yes,No,Yes,3,Yes,10,49,0,0,Not Placed
Female,State,35.0,ICSE,40.3,Electronics,4.02,Yes,Yes,No,Yes,3,Yes,20,13,2,1,Placed
Female,Other,65.4,CBSE,69.4,Mechanical,8.29,Yes,No,No,Yes,5,Yes,64,68,1,2,Placed
Female,ICSE,35.0,Other,35.0,Electrical,3.5,No,Yes,No,No,4,Yes,0,12,0,4,Not Placed
Male,CBSE,72.1,CBSE,66.1,Computer Science,8.02,No,No,No,Yes,5,Yes,65,66,0,1,Placed
Female,Other,35.0,Other,35.0,Computer Science,4.63,Yes,Yes,No,No,4,Yes,24,24,0,2,Placed
Male,CBSE,37.7,CBSE,35.0,Electrical,3.79,Yes,Yes,No,No,4,Yes,16,18,0,1,Not Placed
Male,CBSE,59.9,CBSE,56.3,Information Technology,6.65,Yes,Yes,No,No,4,Yes,49,43,2,3,Placed
Male,ICSE,47.5,State,35.0,Computer Science,4.69,Yes,Yes,No,No,2,Yes,23,30,0,3,Not Placed
Female,CBSE,38.5,CBSE,35.0,Information Technology,5.53,Yes,Yes,No,Yes,3,Yes,42,32,2,0,Placed
Female,CBSE,41.4,State,36.9,Electronics,6.4,Yes,Yes,Yes,Yes,4,Yes,52,65,4,2,Placed
Female,CBSE,35.0,ICSE,35.0,Computer Science,3.0,No,Yes,No,No,5,Yes,12,6,3,3,Placed
Female,State,67.5,ICSE,54.1,Computer Science,9.13,Yes,Yes,Yes,Yes,4,Yes,61,74,2,1,Placed
Female,State,59.9,State,51.6,Computer Science,5.91,Yes,Yes,No,No,2,No,33,47,4,1,Placed
Female,State,35.0,State,35.0,Information Technology,3.64,Yes,No,No,Yes,5,Yes,3,27,2,3,Placed
Male,CBSE,35.0,CBSE,35.0,Electrical,4.63,No,Yes,No,Yes,4,No,20,28,2,0,Not Placed
Male,State,68.7,CBSE,66.5,Other,6.45,Yes,Yes,No,No,4,No,66,78,2,0,Placed
Male,Other,81.0,State,65.1,Mechanical,6.67,Yes,Yes,Yes,Yes,4,Yes,77,83,4,3,Placed
Female,ICSE,68.5,CBSE,83.4,Computer Science,8.0,Yes,Yes,Yes,Yes,4,No,63,80,2,2,Placed
Female,CBSE,43.2,State,52.0,Electrical,5.64,Yes,Yes,Yes,No,1,Yes,42,36,0,0,Not Placed
Male,Other,66.0,State,36.0,Electronics,6.43,Yes,No,No,Yes,2,Yes,41,31,0,2,Placed
Male,State,77.3,CBSE,56.7,Computer Science,6.44,Yes,No,No,Yes,5,Yes,54,67,0,3,Placed
Female,CBSE,74.9,State,85.9,Electrical,7.82,Yes,Yes,No,Yes,3,Yes,57,71,2,0,Placed
Male,CBSE,85.7,CBSE,70.2,Civil,7.78,Yes,No,Yes,No,4,Yes,56,82,2,0,Placed
Female,CBSE,51.1,State,35.0,Civil,4.55,Yes,Yes,No,Yes,3,Yes,21,40,0,2,Not Placed
Female,State,40.9,ICSE,47.7,Civil,7.22,No,Yes,Yes,No,5,Yes,62,34,3,0,Placed
Male,CBSE,47.9,State,36.0,Computer Science,6.21,Yes,Yes,No,Yes,3,Yes,26,24,5,3,Placed
Male,State,62.6,CBSE,35.5,Computer Science,5.57,Yes,Yes,Yes,No,4,No,56,34,2,2,Placed
Female,CBSE,57.7,State,72.3,Mechanical,7.25,No,Yes,No,Yes,2,Yes,67,59,0,2,Placed
Female,Other,35.0,CBSE,35.0,Computer Science,3.0,Yes,Yes,No,Yes,1,Yes,5,7,2,0,Not Placed
Female,CBSE,66.4,State,52.5,Information Technology,6.68,No,Yes,No,Yes,4,Yes,67,75,4,1,Placed
Female,Other,42.8,State,35.0,Electrical,4.55,Yes,Yes,Yes,No,1,Yes,24,18,0,0,Not Placed
Male,Other,48.9,State,38.7,Electrical,7.32,No,Yes,Yes,Yes,4,Yes,45,36,2,2,Placed
Male,CBSE,73.6,ICSE,51.5,Information Technology,8.13,Yes,Yes,Yes,Yes,3,No,65,71,0,1,Placed
Female,State,47.9,State,38.9,Electrical,6.0,No,Yes,No,Yes,4,Yes,33,47,3,1,Placed
Female,CBSE,60.3,CBSE,40.8,Electrical,6.46,Yes,No,No,Yes,2,Yes,43,43,3,2,Placed
Male,Other,35.0,CBSE,35.0,Mechanical,3.71,No,No,Yes,Yes,3,No,35,5,1,2,Not Placed
Female,State,39.2,ICSE,35.0,Computer Science,3.0,No,Yes,No,Yes,4,Yes,24,35,1,2,Placed
Female,CBSE,60.0,CBSE,54.3,Computer Science,7.52,Yes,Yes,No,Yes,1,Yes,59,54,0,0,Placed
Male,CBSE,46.5,State,36.2,Information Technology,5.63,No,Yes,Yes,No,4,Yes,16,31,0,0,Not Placed
Male,CBSE,41.9,State,51.4,Computer Science,5.11,Yes,No,No,No,3,Yes,50,33,2,0,Placed
Female,Other,59.4,State,70.4,Computer Science,8.94,Yes,No,No,No,2,Yes,62,43,0,3,Placed
Male,State,35.0,ICSE,45.5,Computer Science,4.19,No,Yes,No,Yes,3,Yes,37,29,0,1,Not Placed
Male,ICSE,47.9,State,52.1,Information Technology,5.67,No,No,No,Yes,2,No,59,65,2,0,Not Placed
Male,CBSE,53.7,State,70.4,Electrical,5.63,No,No,No,Yes,5,Yes,55,56,2,1,Placed
Female,CBSE,56.2,ICSE,54.6,Computer Science,6.19,Yes,Yes,No,Yes,3,Yes,65,42,5,0,Placed
Female,Other,48.6,State,36.2,Civil,4.07,Yes,Yes,No,Yes,2,Yes,36,46,1,3,Placed
Female,CBSE,47.9,State,42.2,Mechanical,3.84,Yes,Yes,Yes,Yes,2,No,32,17,0,0,Not Placed
Male,Other,35.0,State,35.0,Computer Science,3.0,Yes,Yes,Yes,Yes,4,No,42,34,2,1,Not Placed
Female,CBSE,74.0,State,54.7,Electrical,7.38,Yes,Yes,Yes,Yes,4,Yes,65,47,0,3,Placed
Female,CBSE,38.9,ICSE,44.8,Electronics,4.37,Yes,Yes,No,No,1,Yes,23,43,0,0,Not Placed
Female,State,76.5,CBSE,73.6,Information Technology,8.88,Yes,Yes,No,Yes,1,Yes,77,64,1,0,Placed
Female,Other,49.4,CBSE,41.9,Civil,4.83,Yes,No,No,Yes,5,Yes,59,29,1,1,Placed
Male,Other,40.2,Other,66.1,Computer Science,3.0,Yes,Yes,Yes,Yes,3,Yes,0,28,0,4,Placed
Female,CBSE,48.7,State,44.6,Civil,5.42,No,No,No,No,2,Yes,25,41,1,3,Not Placed
Male,CBSE,51.7,CBSE,35.0,Computer Science,6.5,Yes,No,No,Yes,2,Yes,27,40,3,2,Placed
Female,State,72.6,State,81.5,Electrical,8.05,No,No,No,Yes,3,No,74,56,2,2,Placed
Male,State,56.7,Other,51.8,Information Technology,4.16,Yes,Yes,No,Yes,4,Yes,47,27,1,1,Placed
Male,State,42.0,ICSE,48.8,Mechanical,4.15,Yes,Yes,No,Yes,3,Yes,46,46,0,1,Placed
Male,CBSE,62.0,State,67.9,Computer Science,9.78,No,Yes,Yes,Yes,1,Yes,84,71,2,1,Placed
Female,Other,54.2,CBSE,63.5,Mechanical,6.37,No,No,No,Yes,3,Yes,42,61,0,1,Not Placed
Male,State,94.8,ICSE,96.9,Civil,10.0,Yes,No,Yes,No,3,Yes,64,82,2,2,Placed
Female,ICSE,75.5,State,73.4,Information Technology,9.04,Yes,Yes,No,Yes,4,Yes,85,76,3,3,Placed
Male,State,40.4,ICSE,35.0,Mechanical,3.61,Yes,Yes,No,Yes,3,Yes,29,45,0,1,Not Placed
Male,CBSE,61.8,CBSE,35.0,Information Technology,8.91,Yes,Yes,Yes,Yes,5,Yes,79,66,1,3,Placed
Female,Other,82.3,CBSE,79.9,Electrical,8.31,No,No,No,Yes,4,No,67,64,0,2,Placed
Male,State,71.6,State,63.6,Electronics,7.91,Yes,Yes,No,Yes,4,Yes,63,67,4,2,Placed
Male,ICSE,63.5,CBSE,65.4,Electrical,7.28,No,Yes,No,Yes,3,Yes,50,61,3,2,Placed
Female,Other,67.9,State,56.5,Electrical,8.55,Yes,No,No,Yes,3,Yes,74,66,0,2,Placed
Male,State,54.2,Other,35.0,Information Technology,6.31,No,Yes,No,Yes,4,No,53,54,4,0,Placed
Male,State,45.9,State,35.0,Computer Science,4.01,Yes,No,No,Yes,3,Yes,35,28,0,3,Placed
Male,CBSE,54.6,ICSE,36.7,Information Technology,3.8,Yes,No,Yes,Yes,4,Yes,32,56,0,3,Placed
Female,CBSE,35.0,State,35.0,Electrical,3.0,Yes,Yes,No,Yes,2,Yes,19,32,0,3,Not Placed
Female,CBSE,78.4,ICSE,79.2,Computer Science,7.83,Yes,Yes,No,Yes,3,Yes,79,75,2,2,Placed
Female,CBSE,48.1,ICSE,35.0,Electronics,4.4,Yes,Yes,Yes,No,4,Yes,15,46,3,2,Placed
Female,CBSE,62.3,State,58.6,Electrical,8.8,No,Yes,No,Yes,4,No,67,65,0,0,Placed
Male,CBSE,35.0,State,35.0,Information Technology,5.09,Yes,Yes,No,Yes,4,No,24,39,5,0,Placed
Male,CBSE,71.4,State,80.7,Mechanical,8.8,Yes,No,No,Yes,4,Yes,80,59,0,0,Placed
Female,State,51.5,State,54.9,Computer Science,4.11,Yes,No,Yes,Yes,3,No,34,48,2,1,Not Placed
Male,CBSE,35.0,CBSE,35.0,Computer Science,3.0,No,Yes,Yes,Yes,5,Yes,21,11,5,0,Placed
Male,CBSE,78.0,ICSE,88.8,Electrical,8.85,No,Yes,No,Yes,1,No,77,82,0,3,Placed
Male,State,83.6,Other,47.2,Computer Science,8.53,Yes,Yes,No,Yes,2,Yes,70,77,1,4,Placed
Male,State,36.5,State,51.5,Computer Science,7.68,Yes,Yes,Yes,No,1,Yes,33,59,2,2,Placed
Others,State,55.0,State,56.9,Electrical,5.69,No,Yes,No,No,4,Yes,38,41,1,1,Placed
Male,State,45.1,State,35.0,Information Technology,8.11,No,Yes,Yes,Yes,3,Yes,27,51,0,0,Placed
Male,ICSE,49.3,State,78.8,Other,8.07,No,Yes,Yes,Yes,2,No,44,65,2,3,Placed
Male,State,46.4,State,53.5,Other,4.14,No,Yes,No,No,3,No,35,26,0,3,Not Placed
Female,State,35.0,ICSE,51.6,Computer Science,4.88,Yes,Yes,Yes,Yes,4,Yes,27,33,3,0,Placed
Male,Other,75.1,State,70.8,Computer Science,9.63,Yes,No,No,Yes,4,Yes,81,97,1,0,Placed
Male,ICSE,100.0,CBSE,82.2,Civil,10.0,Yes,No,Yes,Yes,3,No,90,82,3,3,Placed
Female,State,68.8,ICSE,85.4,Information Technology,8.84,Yes,No,No,No,5,Yes,100,74,3,3,Placed
Female,State,79.9,State,44.8,Computer Science,7.66,Yes,No,No,No,5,Yes,54,73,0,3,Placed
Male,CBSE,47.4,ICSE,42.8,Civil,4.09,Yes,No,Yes,No,2,Yes,47,33,1,1,Not Placed
Male,State,35.8,CBSE,48.5,Computer Science,3.98,Yes,No,No,Yes,4,No,27,23,3,2,Placed
Male,Other,47.9,CBSE,35.0,Electrical,4.8,Yes,No,Yes,No,3,Yes,35,34,1,3,Not Placed
Male,State,58.7,Other,45.5,Computer Science,5.59,No,No,Yes,No,1,Yes,34,35,1,1,Not Placed
Male,Other,78.5,CBSE,61.9,Computer Science,10.0,No,No,No,No,1,Yes,80,75,2,1,Placed
Male,CBSE,81.5,ICSE,68.5,Computer Science,8.58,No,No,No,Yes,4,Yes,79,87,2,1,Placed
Male,Other,76.5,ICSE,56.6,Other,6.97,No,Yes,Yes,Yes,3,Yes,75,60,2,0,Placed
Male,State,41.1,State,41.1,Civil,3.0,Yes,Yes,No,Yes,3,No,29,28,1,3,Not Placed
Female,CBSE,81.6,CBSE,56.6,Electrical,6.9,No,Yes,No,Yes,3,No,48,62,0,3,Placed
Female,State,56.0,State,48.1,Information Technology,4.11,No,No,No,Yes,5,No,35,31,3,1,Placed
Female,CBSE,38.1,ICSE,35.0,Information Technology,3.0,Yes,Yes,Yes,Yes,4,Yes,0,0,0,2,Not Placed
Male,CBSE,61.8,State,48.8,Computer Science,6.39,Yes,Yes,Yes,No,5,Yes,62,35,2,1,Placed
Male,ICSE,42.5,State,51.8,Information Technology,4.69,Yes,Yes,No,Yes,2,Yes,19,41,1,1,Placed
Female,CBSE,44.1,State,35.0,Electronics,4.15,No,Yes,Yes,Yes,4,No,39,30,1,0,Not Placed
Male,ICSE,49.2,CBSE,55.5,Mechanical,5.88,Yes,Yes,Yes,Yes,4,Yes,52,51,1,1,Placed
Male,CBSE,54.8,ICSE,42.4,Computer Science,5.09,No,Yes,No,No,2,No,37,32,0,0,Not Placed
Female,CBSE,56.8,ICSE,43.0,Other,5.1,Yes,Yes,No,No,3,Yes,51,56,1,2,Placed
Female,Other,61.4,Other,35.0,Computer Science,4.49,Yes,Yes,No,Yes,2,Yes,37,28,4,1,Placed
Female,CBSE,35.0,State,35.0,Other,3.0,Yes,Yes,No,Yes,5,No,18,20,0,2,Not Placed
Male,State,85.9,ICSE,66.3,Computer Science,10.0,Yes,Yes,No,Yes,3,Yes,61,73,1,2,Placed
Male,State,42.8,CBSE,35.0,Information Technology,6.06,No,Yes,No,Yes,3,Yes,20,13,4,3,Placed
Female,State,35.0,State,42.3,Information Technology,4.84,Yes,No,Yes,No,4,Yes,22,0,0,0,Not Placed
Male,Other,43.7,State,41.6,Information Technology,6.51,Yes,Yes,No,No,4,Yes,50,44,0,2,Placed
Female,State,61.5,Other,45.9,Electronics,6.15,Yes,No,Yes,Yes,3,Yes,63,53,3,4,Placed
Female,CBSE,94.8,ICSE,73.2,Information Technology,9.16,Yes,No,No,Yes,5,Yes,69,73,2,2,Placed
Female,ICSE,40.3,Other,60.6,Information Technology,6.63,Yes,Yes,No,Yes,4,Yes,49,57,1,0,Placed
Male,CBSE,59.2,ICSE,67.4,Civil,7.05,Yes,No,No,No,3,Yes,42,61,1,3,Placed
Male,State,60.0,ICSE,38.3,Mechanical,7.03,No,Yes,Yes,Yes,4,Yes,49,51,4,2,Placed
Female,Other,50.3,CBSE,50.9,Electrical,6.05,Yes,Yes,No,No,4,Yes,63,59,0,3,Placed
Female,State,52.2,ICSE,70.3,Computer Science,6.5,Yes,Yes,No,Yes,2,Yes,30,37,0,1,Placed
Female,ICSE,35.0,State,35.0,Mechanical,3.0,Yes,No,Yes,Yes,5,Yes,7,10,0,3,Not Placed
Male,State,66.4,CBSE,47.3,Electronics,5.88,Yes,No,No,Yes,4,Yes,49,48,0,0,Placed
Male,ICSE,55.0,CBSE,67.3,Information Technology,7.56,No,Yes,Yes,Yes,4,No,69,63,1,1,Placed
Female,Other,88.3,State,76.2,Information Technology,10.0,Yes,Yes,No,No,2,No,83,86,1,1,Placed
Female,CBSE,38.6,CBSE,50.0,Information Technology,3.99,Yes,No,Yes,Yes,2,Yes,31,11,4,3,Placed
Female,CBSE,70.2,State,57.8,Computer Science,7.31,Yes,Yes,No,Yes,2,Yes,44,54,1,3,Placed
Male,State,48.2,State,59.4,Computer Science,5.48,Yes,Yes,No,Yes,2,Yes,24,28,4,2,Placed
Female,State,100.0,Other,83.1,Computer Science,9.83,No,Yes,No,No,5,Yes,63,78,3,0,Placed
Female,CBSE,35.0,ICSE,35.0,Mechanical,3.68,Yes,Yes,No,Yes,4,Yes,22,26,2,2,Placed
Female,CBSE,79.1,State,53.7,Mechanical,6.86,Yes,No,Yes,Yes,2,No,60,40,1,2,Not Placed
Male,CBSE,35.0,CBSE,35.0,Other,3.0,Yes,Yes,No,No,4,Yes,10,8,1,2,Not Placed
Male,Other,50.0,CBSE,50.2,Civil,5.79,Yes,Yes,Yes,Yes,2,Yes,28,47,0,3,Not Placed
Female,State,42.3,CBSE,55.1,Computer Science,6.17,No,No,No,Yes,1,Yes,44,43,1,1,Not Placed
Male,CBSE,82.7,CBSE,75.1,Electrical,8.95,Yes,Yes,Yes,No,3,Yes,68,58,3,2,Placed
Male,CBSE,35.0,Other,37.5,Electrical,3.83,Yes,Yes,No,Yes,3,No,9,30,2,4,Placed
Female,CBSE,70.2,State,45.2,Information Technology,6.04,Yes,Yes,No,No,1,Yes,35,47,3,0,Placed
Male,CBSE,52.2,CBSE,41.1,Electronics,5.96,Yes,Yes,No,Yes,3,Yes,25,34,0,3,Placed
Female,CBSE,65.6,CBSE,65.1,Other,7.25,Yes,Yes,Yes,Yes,4,Yes,33,49,0,0,Placed
Male,Other,75.7,State,42.6,Electronics,8.3,Yes,Yes,No,Yes,2,Yes,50,62,2,0,Placed
Female,Other,35.0,State,35.0,Electrical,3.32,Yes,Yes,No,Yes,3,No,18,14,2,3,Not Placed
Female,CBSE,59.8,CBSE,62.3,Computer Science,6.29,Yes,Yes,Yes,Yes,5,No,62,58,0,4,Placed
Male,CBSE,44.8,Other,51.5,Computer Science,4.04,Yes,Yes,No,Yes,1,No,32,48,2,0,Not Placed
Male,CBSE,80.8,CBSE,73.3,Information Technology,8.57,Yes,No,No,Yes,4,No,71,66,1,3,Placed
Male,State,79.5,CBSE,48.0,Electronics,5.34,Yes,No,Yes,Yes,3,Yes,57,40,3,2,Placed
Male,CBSE,54.4,CBSE,38.6,Electrical,5.33,Yes,Yes,No,No,3,Yes,45,42,1,2,Placed
Female,CBSE,54.7,State,35.0,Other,4.85,No,Yes,Yes,Yes,2,No,34,13,0,1,Not Placed
Female,CBSE,53.3,CBSE,70.8,Information Technology,8.57,No,Yes,No,No,3,Yes,49,77,0,1,Placed
Male,ICSE,97.2,CBSE,43.4,Computer Science,9.01,Yes,Yes,No,Yes,4,Yes,54,57,3,1,Placed
Male,State,51.7,CBSE,43.7,Electrical,5.7,Yes,Yes,Yes,Yes,2,No,28,38,3,1,Not Placed
Male,State,35.0,State,35.0,Mechanical,3.98,Yes,Yes,Yes,Yes,3,Yes,36,26,1,3,Not Placed
Female,CBSE,65.5,CBSE,64.1,Computer Science,6.71,Yes,Yes,No,No,3,Yes,87,51,0,2,Placed
Male,Other,35.0,CBSE,35.0,Electronics,3.0,No,Yes,No,No,3,Yes,23,31,0,1,Not Placed
Female,Other,35.0,State,35.0,Civil,3.0,Yes,No,No,No,3,Yes,23,42,1,2,Not Placed
Female,CBSE,55.5,CBSE,35.0,Civil,4.35,No,No,Yes,No,3,No,37,18,0,2,Not Placed
Female,CBSE,37.8,State,45.6,Electronics,4.61,Yes,Yes,Yes,Yes,3,Yes,55,45,0,3,Not Placed
Male,State,35.0,CBSE,35.0,Information Technology,3.01,Yes,No,No,Yes,3,Yes,7,11,3,0,Not Placed
Female,CBSE,35.0,CBSE,35.0,Other,3.0,Yes,No,Yes,No,4,Yes,41,22,2,2,Not Placed
Male,State,35.0,State,35.0,Mechanical,5.04,Yes,Yes,No,No,3,Yes,41,37,3,0,Placed
Male,State,66.4,CBSE,48.1,Information Technology,7.81,Yes,Yes,No,Yes,4,Yes,41,68,1,0,Placed
Female,State,43.6,CBSE,35.0,Computer Science,3.0,Yes,Yes,No,No,4,Yes,8,5,1,2,Placed
Female,CBSE,42.9,State,51.6,Civil,5.44,No,Yes,No,No,5,Yes,72,34,0,3,Placed
Male,State,75.3,Other,80.7,Computer Science,10.0,Yes,Yes,Yes,Yes,2,Yes,96,77,1,1,Placed
Male,Other,57.1,State,49.1,Computer Science,6.39,Yes,Yes,No,No,4,Yes,37,39,2,1,Placed
Male,CBSE,60.4,ICSE,35.6,Electronics,5.41,Yes,Yes,Yes,Yes,4,Yes,53,65,0,2,Placed
Male,State,48.5,ICSE,35.0,Computer Science,3.38,Yes,Yes,Yes,Yes,5,Yes,35,10,1,0,Placed
Male,CBSE,85.5,Other,90.6,Mechanical,9.21,No,No,No,Yes,5,Yes,96,87,3,2,Placed
Male,CBSE,42.9,ICSE,35.0,Computer Science,6.07,No,Yes,Yes,No,4,Yes,51,43,3,0,Placed
Male,State,49.5,State,40.4,Mechanical,6.55,No,No,No,No,4,No,43,34,2,0,Not Placed
Female,CBSE,78.9,CBSE,53.1,Computer Science,8.13,Yes,No,Yes,No,2,Yes,75,75,0,2,Placed
Female,CBSE,47.9,CBSE,42.5,Computer Science,5.12,No,Yes,Yes,No,3,No,37,47,0,1,Not Placed
Female,CBSE,50.3,State,40.5,Computer Science,6.13,Yes,Yes,Yes,Yes,4,No,35,44,0,0,Placed
Male,State,35.0,Other,50.5,Other,5.5,Yes,Yes,Yes,No,2,Yes,28,51,0,1,Not Placed
Female,State,44.5,State,48.1,Electrical,4.68,Yes,Yes,No,Yes,2,Yes,38,35,0,3,Placed
Female,CBSE,68.6,State,72.0,Computer Science,6.54,Yes,Yes,No,Yes,5,Yes,57,63,0,1,Placed
Female,State,73.2,State,58.8,Civil,5.94,Yes,Yes,Yes,Yes,5,Yes,39,57,1,1,Placed
Female,CBSE,39.0,State,44.1,Mechanical,5.73,No,No,No,Yes,1,Yes,57,30,0,0,Not Placed
Female,State,54.6,State,35.0,Other,3.06,Yes,Yes,Yes,Yes,5,Yes,21,29,1,1,Not Placed
